"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"Anyone else notice how Obama runs his flaps on a subject, disappears, then his cronies take over?  #wimp",0.05263157894736842,0.0,anyone else notice how obama runs his flaps on a subject disappears then his cronies take over  wimp
U.S. not backing off as Iran sanctions bite - WASHINGTON (Reuters) - The Obama administration's man in charge of squ... http://t.co/ONKneI5X,0.09523809523809523,0.0,us not backing off as iran sanctions bite  washington reuters  the obama administrations man in charge of squ httptcoonknei5x
RT @kesgardner: Obama's college records? #whatsromneyhiding,0.0,0.0,rt kesgardner obamas college records whatsromneyhiding
"RT @informedblackmn: No wonder Obama hasn't made sense to me lately. I cannot get a handle on super-smart-law-professor jargon.  Example: ""uh....um...uh...um....",0.09090909090909091,0.0,rt informedblackmn no wonder obama hasnt made sense to me lately i cannot get a handle on supersmartlawprofessor jargon  example uhumuhum
"RT @JeffersonObama: 62% of U.S. Jews would reelect Obama, 4% say Israel is most important issue - Haaretz http://t.co/VhURDtdO http://t.co/gIGmn5kE",0.1,0.0,rt jeffersonobama 62 of us jews would reelect obama 4 say israel is most important issue  haaretz httptcovhurdtdo httptcogigmn5ke
DAYMN OBAMA TWEETED ROMNEY #SHITGOTREAL,0.0,0.0,daymn obama tweeted romney shitgotreal
"@MittRomney Yes, we all have weaknesses, but it seems as if your whole plan is to attack Obama.",0.0,0.1111111111111111,mittromney yes we all have weaknesses but it seems as if your whole plan is to attack obama
RT @kesgardner: Obama's college records? #whatsromneyhiding,0.0,0.0,rt kesgardner obamas college records whatsromneyhiding
"RT @TPO_Hisself: Obama Wants Our Vets to Pay for Their War Injuries, but Illegal Immigrants Get Free Medical Care!  http://t.co/pKDwxfGK",0.09523809523809523,0.09523809523809523,rt tpohisself obama wants our vets to pay for their war injuries but illegal immigrants get free medical care  httptcopkdwxfgk
"RT @A_Khanivore: This just pissed me the hell off. RT @wcptersn: If Obama were white, he'd be Mitt Romney.",0.10526315789473684,0.05263157894736842,rt akhanivore this just pissed me the hell off rt wcptersn if obama were white hed be mitt romney
"RT @commondreams: Obama Signs ""Fraud-Friendly"" JOBS Act into Law http://t.co/2gnXDo0f",0.0,0.0,rt commondreams obama signs fraudfriendly jobs act into law httptco2gnxdo0f
RT @pourmecoffee: White House Easter Egg Roll is Monday. Obama redistributing eggs. #socialism,0.07692307692307693,0.0,rt pourmecoffee white house easter egg roll is monday obama redistributing eggs socialism
@funkmasterflex Kinda remind me of Obama's citizenship certificate :P,0.0,0.0,funkmasterflex kinda remind me of obamas citizenship certificate p
"Obama se opone al ""sexismo en el golf"" en el Augusta National http://t.co/qSyEjCZR",0.0,0.0,obama se opone al sexismo en el golf en el augusta national httptcoqsyejczr
"RT @JeffersonObama: 62% of U.S. Jews would reelect Obama, 4% say Israel is most important issue - Haaretz http://t.co/VhURDtdO http://t.co/gIGmn5kE",0.1,0.0,rt jeffersonobama 62 of us jews would reelect obama 4 say israel is most important issue  haaretz httptcovhurdtdo httptcogigmn5ke
"RT @blakehounshell: From Ignatius: ""U.S. officials hope [Putin] can broker a Syria deal before he meets Obama at the G-8 summit next month.""",0.08695652173913043,0.0,rt blakehounshell from ignatius us officials hope putin can broker a syria deal before he meets obama at the g8 summit next month
RT @kesgardner: Obama's college records? #whatsromneyhiding,0.0,0.0,rt kesgardner obamas college records whatsromneyhiding
"@PAC43 Thats the problem...there is no clean end to an Obama supporter. One side is Poop, and the other side is pure crap...",0.13043478260869565,0.0,pac43 thats the problemthere is no clean end to an obama supporter one side is poop and the other side is pure crap
RT @PAC43: Reforming an Obama supporter is like trying to pick up poop by its clean end,0.11764705882352941,0.058823529411764705,rt pac43 reforming an obama supporter is like trying to pick up poop by its clean end
#WhatisRomneyHiding he's not Barack Obama. #WhatsObamaHiding he wants to run on anyone but his own record.,0.0,0.0,whatisromneyhiding hes not barack obama whatsobamahiding he wants to run on anyone but his own record
RT @baseballcrank: #WhatsRomneyHiding Obama's State Senate records,0.0,0.0,rt baseballcrank whatsromneyhiding obamas state senate records
@edshow: Obama is the only one standing up for WOMEN #edshow!,0.0,0.0,edshow obama is the only one standing up for women edshow
"@edshow Mr Schultz I just seen the HBO documentary hot coffee.I feel so upset,  we need four more  years of President  Obama 1000% certtain!",0.18518518518518517,0.07407407407407407,edshow mr schultz i just seen the hbo documentary hot coffeei feel so upset  we need four more  years of president  obama 1000 certtain
"How can FoxNews asked the question, ""Is Obama using intimidation tactics toward the Supreme Court?""  It's (cont) http://t.co/BnBgHZx0",0.10526315789473684,0.05263157894736842,how can foxnews asked the question is obama using intimidation tactics toward the supreme court  its cont httptcobnbghzx0
RT @baseballcrank: #WhatsRomneyHiding Obama's State Senate records,0.0,0.0,rt baseballcrank whatsromneyhiding obamas state senate records
THIS RT @baseballcrank  #WhatsRomneyHiding Obama's State Senate records,0.1111111111111111,0.0,this rt baseballcrank  whatsromneyhiding obamas state senate records
@markknoller so when is Obama going to do the same.,0.0,0.0,markknoller so when is obama going to do the same
@edshow Obama is the only one representing women!!!,0.0,0.0,edshow obama is the only one representing women
Obama Administration Delivers Letter to 5th Circuit Court of Appeals  http://t.co/mU1aHVLs via @AddThis,0.07142857142857142,0.0,obama administration delivers letter to 5th circuit court of appeals  httptcomu1ahvls via addthis
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
@Messina2012 because of people making fun of the intense irony of the ultra-secretive obama asking what romney's hiding.,0.05555555555555555,0.05555555555555555,messina2012 because of people making fun of the intense irony of the ultrasecretive obama asking what romneys hiding
RT @Spidyy32: Obama gotta Portugeese Water Dog (:,0.125,0.0,rt spidyy32 obama gotta portugeese water dog 
"I wonder who'd win in a footrace, Barack Obama or Mitt Romney...stereotypes tell me Bam...but those things aren't very reliable are they",0.045454545454545456,0.0,i wonder whod win in a footrace barack obama or mitt romneystereotypes tell me bambut those things arent very reliable are they
"RT @schwingcat: That his campaign disabled credit card verification on his online donation site #WhatsRomneyHiding #OhWait,that's Obama http://t.co/3fgWm3n4",0.0,0.05555555555555555,rt schwingcat that his campaign disabled credit card verification on his online donation site whatsromneyhiding ohwaitthats obama httptco3fgwm3n4
"@djtechchicago I see. Hmm, need a good #obama hash tag...",0.1,0.1,djtechchicago i see hmm need a good obama hash tag
Obama entrando en Skateboard y que si es real http://t.co/Sm9s2o9i LIKE A BOSS,0.07692307692307693,0.0,obama entrando en skateboard y que si es real httptcosm9s2o9i like a boss
@DanMoffTarkin Yeah. Even though he's like an honest Obama in his policies.,0.16666666666666666,0.0,danmofftarkin yeah even though hes like an honest obama in his policies
Ngakak bahhh.. Obama nyanyi sexy and i know it ama bornthisway... Akakakaka,0.08333333333333333,0.0,ngakak bahhh obama nyanyi sexy and i know it ama bornthisway akakakaka
"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"In his teen years, Obama has been known to use marijuana and cocaine.",0.0,0.0,in his teen years obama has been known to use marijuana and cocaine
"@djtechchicago I see. Hmm, need a good #obama hash tag...",0.1,0.1,djtechchicago i see hmm need a good obama hash tag
Obama entrando en Skateboard y que si es real http://t.co/Sm9s2o9i LIKE A BOSS,0.07692307692307693,0.0,obama entrando en skateboard y que si es real httptcosm9s2o9i like a boss
@DanMoffTarkin Yeah. Even though he's like an honest Obama in his policies.,0.16666666666666666,0.0,danmofftarkin yeah even though hes like an honest obama in his policies
Ngakak bahhh.. Obama nyanyi sexy and i know it ama bornthisway... Akakakaka,0.08333333333333333,0.0,ngakak bahhh obama nyanyi sexy and i know it ama bornthisway akakakaka
Obama 2013 Budget Proposal: Bringing Down the Deficit and Turning Around the Economy By Raising Taxes and ... http://t.co/OSb2gr3f,0.05263157894736842,0.05263157894736842,obama 2013 budget proposal bringing down the deficit and turning around the economy by raising taxes and  httptcoosb2gr3f
High Gas Prices Drive Suburbanites Into #blueCity areas As Obama Plan Soars...Communal Living http://t.co/u0GrbKfi #redstate #GA #sprawl,0.058823529411764705,0.0,high gas prices drive suburbanites into bluecity areas as obama plan soarscommunal living httptcou0grbkfi redstate ga sprawl
@BrianBrownNet: Exposing the Obama-Soetoro deception - ,0.2857142857142857,0.14285714285714285,brianbrownnet exposing the obamasoetoro deception  
"Obama eligibility, birth... http://t.co/j9IJJsL5",0.0,0.0,obama eligibility birth httptcoj9ijjsl5
"It's Tax Time: Is It Also a Time to Occupy the IRS?: This April, send a message to President Obama, It's Time to... http://t.co/ab54HUve",0.0,0.0,its tax time is it also a time to occupy the irs this april send a message to president obama its time to httptcoab54huve
"@tajan1 @messina2012 @lilrascal01 hiding his money from that lying cheating, baby killing Obama!",0.0,0.07692307692307693,tajan1 messina2012 lilrascal01 hiding his money from that lying cheating baby killing obama
@TrackVeteran: Im the Obama of #TrackNation,0.0,0.0,trackveteran im the obama of tracknation
"RT @blakehounshell: From Ignatius: ""U.S. officials hope [Putin] can broker a Syria deal before he meets Obama at the G-8 summit next month.""",0.08695652173913043,0.0,rt blakehounshell from ignatius us officials hope putin can broker a syria deal before he meets obama at the g8 summit next month
Obama needs remedial course in judicial review.Read at http://t.co/wX1RzFKm #twisters #tcot #tpp #sgp #tlot #vettheprez #lnyhbt #withnewt,0.0,0.0,obama needs remedial course in judicial reviewread at httptcowx1rzfkm twisters tcot tpp sgp tlot vettheprez lnyhbt withnewt
"In 2004, he released his autobiography My Life, and was involved in his wife's and then Barack Obama's campaigns for president in 2008",0.0,0.0,in 2004 he released his autobiography my life and was involved in his wifes and then barack obamas campaigns for president in 2008
"RT @fredthompson: In VT, Obama said he supports ""value"" that ""I am my brother's keeper."" In that case - brother, you're spending too much of our money. #tcot",0.03571428571428571,0.0,rt fredthompson in vt obama said he supports value that i am my brothers keeper in that case  brother youre spending too much of our money tcot
RT @markknoller: Obama Campaign says Romney should make public 23 years of tax returns so Americans can assess any conflicts of interest.,0.045454545454545456,0.0,rt markknoller obama campaign says romney should make public 23 years of tax returns so americans can assess any conflicts of interest
Obama's college records? #whatsromneyhiding,0.0,0.0,obamas college records whatsromneyhiding
RT @therightsarah: #WhatsRomneyHiding a bloody plan to put guns in cartel hands to force stricter gun laws on Americans? Nope. That's Obama. #FastAndFurious,0.0,0.043478260869565216,rt therightsarah whatsromneyhiding a bloody plan to put guns in cartel hands to force stricter gun laws on americans nope thats obama fastandfurious
@VoteHillary2012 @TheRealRoseanne Is Hillary running 4 Pres? We need 2 know. Tell her she will win this time. Fed up with B.S. @ obama!!,0.08333333333333333,0.041666666666666664,votehillary2012 therealroseanne is hillary running 4 pres we need 2 know tell her she will win this time fed up with bs  obama
President signs a bipartisan bill to help small business startups. @ASBA  http://t.co/qUWT4WOL,0.15384615384615385,0.0,president signs a bipartisan bill to help small business startups asba  httptcoquwt4wol
@markknoller Then @obama should release all of the financial documents from all of his street-organizing organizations!,0.0,0.0,markknoller then obama should release all of the financial documents from all of his streetorganizing organizations
